Quiz_ID,Total_Marks,Avg_Response_Time,Total_Time_Spent,Topic_1_Marks,Topic_2_Marks,Topic_3_Marks,Topic_4_Marks,Topic_5_Marks,Topic_6_Marks,Topic_7_Marks,Topic_8_Marks,Topic_9_Marks,Topic_10_Marks,Topic_1_Strength,Topic_2_Strength,Topic_3_Strength,Topic_4_Strength,Topic_5_Strength,Topic_6_Strength,Topic_7_Strength,Topic_8_Strength,Topic_9_Strength,Topic_10_Strength
2,26,14,700,0,0,5,3,4,4,3,0,2,5,0,0,1,1,1,1,1,0,0,1
1,23,11,550,3,2,5,0,3,0,2,2,1,5,1,0,1,0,1,0,0,0,0,1
2,32,13,650,3,5,4,5,4,1,3,3,1,3,1,1,1,1,1,0,1,1,0,1
1,18,19,950,3,0,0,4,2,4,0,2,0,3,1,0,0,1,0,1,0,0,0,1
1,28,24,1200,4,4,2,5,4,2,2,3,0,2,1,1,0,1,1,0,0,1,0,0
2,27,19,950,4,4,4,1,0,4,5,3,2,0,1,1,1,0,0,1,1,1,0,0
3,27,28,1400,2,1,2,0,3,5,5,2,2,5,0,0,0,0,1,1,1,0,0,1
1,29,15,750,2,3,5,3,2,3,5,1,0,5,0,1,1,1,0,1,1,0,0,1
3,34,22,1100,2,4,0,4,4,4,5,3,3,5,0,1,0,1,1,1,1,1,1,1
2,19,6,300,5,1,0,2,1,3,0,4,3,0,1,0,0,0,0,1,0,1,1,0
3,22,24,1200,3,3,1,1,2,2,4,2,0,4,1,1,0,0,0,0,1,0,0,1
3,21,23,1150,4,0,4,1,2,3,0,5,1,1,1,0,1,0,0,1,0,1,0,0
3,22,28,1400,3,1,5,1,0,2,2,1,5,2,1,0,1,0,0,0,0,0,1,0
3,28,6,300,2,3,5,4,0,1,4,0,4,5,0,1,1,1,0,0,1,0,1,1
3,32,24,1200,4,2,5,0,4,3,5,3,2,4,1,0,1,0,1,1,1,1,0,1
1,31,17,850,1,5,3,0,1,5,4,5,3,4,0,1,1,0,0,1,1,1,1,1
1,33,29,1450,0,5,2,5,2,4,3,3,4,5,0,1,0,1,0,1,1,1,1,1
1,26,29,1450,0,2,0,5,4,4,1,5,1,4,0,0,0,1,1,1,0,1,0,1
2,26,8,400,2,4,2,0,5,1,4,4,2,2,0,1,0,0,1,0,1,1,0,0
3,22,7,350,3,5,2,5,1,0,1,1,3,1,1,1,0,1,0,0,0,0,1,0
1,25,19,950,1,3,3,0,4,5,0,3,3,3,0,1,1,0,1,1,0,1,1,1
2,21,16,800,4,2,0,1,2,5,0,5,1,1,1,0,0,0,0,1,0,1,0,0
1,23,5,250,3,4,1,2,4,2,4,1,1,1,1,1,0,0,1,0,1,0,0,0
1,28,15,750,2,1,5,1,0,5,3,3,3,5,0,0,1,0,0,1,1,1,1,1
3,26,21,1050,3,1,4,5,0,0,0,5,3,5,1,0,1,1,0,0,0,1,1,1
2,17,12,600,2,3,2,2,3,0,1,0,4,0,0,1,0,0,1,0,0,0,1,0
3,29,18,900,5,3,3,2,1,1,4,5,1,4,1,1,1,0,0,0,1,1,0,1
3,29,29,1450,0,3,3,0,5,1,4,4,5,4,0,1,1,0,1,0,1,1,1,1
1,24,29,1450,0,5,4,3,2,3,3,0,1,3,0,1,1,1,0,1,1,0,0,1
3,28,9,450,3,3,4,4,1,5,4,0,4,0,1,1,1,1,0,1,1,0,1,0
2,20,19,950,1,2,0,3,0,3,2,5,1,3,0,0,0,1,0,1,0,1,0,1
3,26,6,300,4,2,2,2,5,3,1,2,0,5,1,0,0,0,1,1,0,0,0,1
3,25,11,550,2,4,2,3,2,3,5,0,2,2,0,1,0,1,0,1,1,0,0,0
3,27,17,850,4,2,4,5,3,3,2,4,0,0,1,0,1,1,1,1,0,1,0,0
1,31,24,1200,0,5,5,2,0,4,2,4,5,4,0,1,1,0,0,1,0,1,1,1
2,15,15,750,1,1,1,1,0,1,1,5,1,3,0,0,0,0,0,0,0,1,0,1
1,30,18,900,1,4,2,5,5,2,4,3,4,0,0,1,0,1,1,0,1,1,1,0
1,25,14,700,4,2,3,1,1,2,4,5,3,0,1,0,1,0,0,0,1,1,1,0
1,23,8,400,0,3,5,5,4,2,2,0,1,1,0,1,1,1,1,0,0,0,0,0
1,22,24,1200,4,2,4,0,1,2,5,1,3,0,1,0,1,0,0,0,1,0,1,0
1,17,19,950,3,0,2,5,0,2,1,2,2,0,1,0,0,1,0,0,0,0,0,0
2,23,7,350,1,4,0,4,1,4,0,5,0,4,0,1,0,1,0,1,0,1,0,1
3,23,15,750,1,5,4,1,4,1,1,2,2,2,0,1,1,0,1,0,0,0,0,0
1,34,24,1200,3,2,3,5,3,5,5,2,3,3,1,0,1,1,1,1,1,0,1,1
1,21,22,1100,0,2,0,4,2,3,2,4,2,2,0,0,0,1,0,1,0,1,0,0
2,21,29,1450,1,5,4,0,0,3,1,4,3,0,0,1,1,0,0,1,0,1,1,0
2,27,27,1350,5,1,4,5,1,3,1,3,0,4,1,0,1,1,0,1,0,1,0,1
3,22,21,1050,5,3,2,4,0,1,0,0,3,4,1,1,0,1,0,0,0,0,1,1
2,27,25,1250,5,3,0,5,2,1,3,4,0,4,1,1,0,1,0,0,1,1,0,1
3,24,18,900,2,1,4,1,1,5,3,2,1,4,0,0,1,0,0,1,1,0,0,1
1,24,19,950,2,1,5,1,3,4,0,4,3,1,0,0,1,0,1,1,0,1,1,0
1,20,22,1100,0,0,3,3,2,4,1,5,2,0,0,0,1,1,0,1,0,1,0,0
3,27,7,350,3,5,0,3,4,5,2,0,4,1,1,1,0,1,1,1,0,0,1,0
2,32,17,850,4,4,5,5,4,3,0,4,2,1,1,1,1,1,1,1,0,1,0,0
3,26,7,350,0,3,2,3,0,5,3,5,5,0,0,1,0,1,0,1,1,1,1,0
2,29,11,550,4,1,1,5,4,1,5,0,4,4,1,0,0,1,1,0,1,0,1,1
1,25,23,1150,0,1,4,5,1,3,3,3,2,3,0,0,1,1,0,1,1,1,0,1
2,31,27,1350,2,5,1,4,4,4,0,4,3,4,0,1,0,1,1,1,0,1,1,1
3,28,28,1400,5,4,4,1,3,5,1,0,1,4,1,1,1,0,1,1,0,0,0,1
3,32,22,1100,3,1,5,0,5,3,4,5,5,1,1,0,1,0,1,1,1,1,1,0
1,23,21,1050,2,0,2,2,1,4,2,5,3,2,0,0,0,0,0,1,0,1,1,0
2,23,26,1300,3,4,2,1,5,0,4,0,0,4,1,1,0,0,1,0,1,0,0,1
2,19,13,650,4,0,2,3,0,2,2,5,1,0,1,0,0,1,0,0,0,1,0,0
2,19,18,900,0,2,2,5,0,0,4,1,5,0,0,0,0,1,0,0,1,0,1,0
1,26,26,1300,1,3,0,3,4,5,4,3,3,0,0,1,0,1,1,1,1,1,1,0
2,21,12,600,1,1,0,4,4,3,2,4,1,1,0,0,0,1,1,1,0,1,0,0
3,26,18,900,3,4,4,3,0,3,5,1,0,3,1,1,1,1,0,1,1,0,0,1
2,25,9,450,5,0,0,4,1,1,2,4,5,3,1,0,0,1,0,0,0,1,1,1
1,28,28,1400,5,3,4,0,2,2,3,2,4,3,1,1,1,0,0,0,1,0,1,1
2,27,24,1200,3,3,0,5,0,4,1,2,5,4,1,1,0,1,0,1,0,0,1,1
2,18,18,900,2,1,0,3,3,3,1,0,1,4,0,0,0,1,1,1,0,0,0,1
3,20,16,800,1,3,0,4,1,4,3,1,1,2,0,1,0,1,0,1,1,0,0,0
2,22,26,1300,2,1,3,3,2,4,5,0,0,2,0,0,1,1,0,1,1,0,0,0
3,29,12,600,4,2,2,4,2,4,4,0,5,2,1,0,0,1,0,1,1,0,1,0
3,20,5,250,1,1,3,5,1,0,5,0,3,1,0,0,1,1,0,0,1,0,1,0
1,32,20,1000,4,5,0,5,0,4,5,2,4,3,1,1,0,1,0,1,1,0,1,1
3,16,26,1300,0,0,0,1,2,1,2,5,1,4,0,0,0,0,0,0,0,1,0,1
3,20,12,600,2,5,3,4,3,0,0,0,1,2,0,1,1,1,1,0,0,0,0,0
1,29,9,450,3,3,5,2,5,0,4,5,1,1,1,1,1,0,1,0,1,1,0,0
3,24,7,350,1,3,4,0,1,3,1,5,1,5,0,1,1,0,0,1,0,1,0,1
1,23,17,850,2,3,2,1,4,2,2,0,5,2,0,1,0,0,1,0,0,0,1,0
2,22,9,450,3,1,4,0,5,2,3,0,0,4,1,0,1,0,1,0,1,0,0,1
1,23,7,350,0,4,5,1,0,5,5,0,1,2,0,1,1,0,0,1,1,0,0,0
3,21,26,1300,1,1,2,3,1,3,4,1,4,1,0,0,0,1,0,1,1,0,1,0
1,23,18,900,4,0,1,4,3,2,0,4,0,5,1,0,0,1,1,0,0,1,0,1
3,30,10,500,0,1,2,3,5,4,4,1,5,5,0,0,0,1,1,1,1,0,1,1
2,26,25,1250,5,3,4,0,5,1,3,3,1,1,1,1,1,0,1,0,1,1,0,0
1,30,11,550,3,2,2,5,2,4,0,5,5,2,1,0,0,1,0,1,0,1,1,0
2,17,27,1350,1,0,1,0,0,2,4,1,4,4,0,0,0,0,0,0,1,0,1,1
3,21,10,500,1,5,1,1,0,2,3,5,2,1,0,1,0,0,0,0,1,1,0,0
3,18,18,900,0,2,0,0,1,1,4,5,2,3,0,0,0,0,0,0,1,1,0,1
2,19,26,1300,1,0,1,4,1,0,2,5,4,1,0,0,0,1,0,0,0,1,1,0
1,17,8,400,3,0,3,0,3,0,4,3,1,0,1,0,1,0,1,0,1,1,0,0
1,25,24,1200,0,3,4,3,4,1,5,2,1,2,0,1,1,1,1,0,1,0,0,0
3,28,23,1150,4,5,3,5,1,0,3,4,0,3,1,1,1,1,0,0,1,1,0,1
2,23,14,700,0,1,5,4,5,2,1,0,1,4,0,0,1,1,1,0,0,0,0,1
2,18,27,1350,0,5,3,0,1,0,3,3,0,3,0,1,1,0,0,0,1,1,0,1
1,28,17,850,4,3,4,2,1,2,4,2,1,5,1,1,1,0,0,0,1,0,0,1
1,37,16,800,5,3,5,2,3,3,2,4,5,5,1,1,1,0,1,1,0,1,1,1
1,28,18,900,3,3,3,5,2,4,1,3,3,1,1,1,1,1,0,1,0,1,1,0
2,28,17,850,5,2,3,3,4,0,5,2,3,1,1,0,1,1,1,0,1,0,1,0
1,29,23,1150,5,5,5,1,3,3,3,0,4,0,1,1,1,0,1,1,1,0,1,0
1,33,13,650,5,5,3,1,1,5,1,2,5,5,1,1,1,0,0,1,0,0,1,1
3,20,20,1000,2,0,1,5,2,0,2,2,3,3,0,0,0,1,0,0,0,0,1,1
1,25,13,650,5,4,4,0,1,3,5,0,2,1,1,1,1,0,0,1,1,0,0,0
1,26,10,500,2,1,4,4,3,1,0,5,2,4,0,0,1,1,1,0,0,1,0,1
2,29,18,900,4,3,4,5,0,3,1,5,0,4,1,1,1,1,0,1,0,1,0,1
2,28,11,550,3,5,3,1,1,2,3,3,2,5,1,1,1,0,0,0,1,1,0,1
3,24,23,1150,5,5,1,2,2,1,2,2,1,3,1,1,0,0,0,0,0,0,0,1
1,17,7,350,1,0,4,1,4,1,3,0,0,3,0,0,1,0,1,0,1,0,0,1
3,21,19,950,4,1,2,2,0,2,2,3,5,0,1,0,0,0,0,0,0,1,1,0
2,21,16,800,2,4,4,1,1,0,3,0,3,3,0,1,1,0,0,0,1,0,1,1
3,22,5,250,3,4,0,3,1,1,2,1,3,4,1,1,0,1,0,0,0,0,1,1
2,24,15,750,0,3,2,5,2,0,4,3,2,3,0,1,0,1,0,0,1,1,0,1
3,26,26,1300,3,4,4,4,0,4,3,1,2,1,1,1,1,1,0,1,1,0,0,0
3,27,7,350,3,4,3,5,0,3,2,5,1,1,1,1,1,1,0,1,0,1,0,0
1,23,21,1050,5,1,4,0,0,3,0,2,3,5,1,0,1,0,0,1,0,0,1,1
3,23,17,850,5,1,1,2,1,2,2,2,2,5,1,0,0,0,0,0,0,0,0,1
1,17,12,600,2,3,1,1,0,2,0,2,3,3,0,1,0,0,0,0,0,0,1,1
1,30,17,850,2,5,4,0,1,5,5,3,3,2,0,1,1,0,0,1,1,1,1,0
1,24,12,600,5,0,3,2,1,3,1,4,2,3,1,0,1,0,0,1,0,1,0,1
1,33,12,600,5,3,3,5,5,4,2,3,3,0,1,1,1,1,1,1,0,1,1,0
3,20,28,1400,1,2,3,2,0,2,1,3,2,4,0,0,1,0,0,0,0,1,0,1
2,32,17,850,1,4,4,3,3,4,1,4,4,4,0,1,1,1,1,1,0,1,1,1
2,30,16,800,4,0,4,1,4,5,4,3,2,3,1,0,1,0,1,1,1,1,0,1
2,36,9,450,5,5,0,5,4,2,5,5,3,2,1,1,0,1,1,0,1,1,1,0
3,21,17,850,0,5,1,0,3,1,2,1,4,4,0,1,0,0,1,0,0,0,1,1
1,23,27,1350,1,1,2,1,0,5,4,4,3,2,0,0,0,0,0,1,1,1,1,0
2,28,16,800,2,2,2,5,1,0,5,4,3,4,0,0,0,1,0,0,1,1,1,1
3,25,23,1150,3,5,1,1,2,3,4,1,4,1,1,1,0,0,0,1,1,0,1,0
1,28,14,700,4,2,5,4,3,0,1,4,5,0,1,0,1,1,1,0,0,1,1,0
2,28,19,950,1,4,0,2,4,5,3,4,1,4,0,1,0,0,1,1,1,1,0,1
1,23,6,300,3,1,1,2,4,3,1,1,4,3,1,0,0,0,1,1,0,0,1,1
2,24,10,500,3,0,0,4,1,5,5,0,5,1,1,0,0,1,0,1,1,0,1,0
2,29,20,1000,1,1,5,4,4,2,5,0,5,2,0,0,1,1,1,0,1,0,1,0
2,18,5,250,0,4,0,1,4,0,1,5,3,0,0,1,0,0,1,0,0,1,1,0
1,26,6,300,0,5,3,2,1,5,5,0,3,2,0,1,1,0,0,1,1,0,1,0
3,16,27,1350,4,2,1,0,0,5,0,1,1,2,1,0,0,0,0,1,0,0,0,0
1,31,29,1450,0,4,2,3,5,4,3,2,4,4,0,1,0,1,1,1,1,0,1,1
2,34,27,1350,4,5,4,5,4,5,1,3,2,1,1,1,1,1,1,1,0,1,0,0
1,31,19,950,2,3,5,4,5,2,3,4,3,0,0,1,1,1,1,0,1,1,1,0
3,24,20,1000,1,2,5,0,5,5,0,1,4,1,0,0,1,0,1,1,0,0,1,0
1,19,12,600,3,4,4,0,0,1,3,3,0,1,1,1,1,0,0,0,1,1,0,0
3,19,18,900,4,0,1,1,2,0,2,1,3,5,1,0,0,0,0,0,0,0,1,1
3,18,28,1400,0,0,4,4,0,0,0,4,2,4,0,0,1,1,0,0,0,1,0,1
1,21,14,700,4,5,0,0,1,1,3,2,3,2,1,1,0,0,0,0,1,0,1,0
2,32,19,950,5,5,4,3,1,3,4,1,5,1,1,1,1,1,0,1,1,0,1,0
3,19,7,350,4,0,0,0,1,2,3,3,4,2,1,0,0,0,0,0,1,1,1,0
1,18,10,500,0,3,0,3,4,1,0,5,1,1,0,1,0,1,1,0,0,1,0,0
3,26,6,300,5,1,2,3,3,5,4,3,0,0,1,0,0,1,1,1,1,1,0,0
2,34,13,650,5,0,4,3,4,4,5,4,2,3,1,0,1,1,1,1,1,1,0,1
1,27,11,550,0,5,2,4,0,2,3,5,3,3,0,1,0,1,0,0,1,1,1,1
1,28,23,1150,5,5,4,3,2,1,3,0,2,3,1,1,1,1,0,0,1,0,0,1
1,20,10,500,1,3,0,4,2,1,0,4,1,4,0,1,0,1,0,0,0,1,0,1
2,22,5,250,3,0,4,0,2,0,4,5,0,4,1,0,1,0,0,0,1,1,0,1
3,30,27,1350,1,3,5,3,5,0,4,5,2,2,0,1,1,1,1,0,1,1,0,0
1,25,18,900,1,0,5,2,2,0,3,4,4,4,0,0,1,0,0,0,1,1,1,1
3,22,29,1450,0,1,2,0,5,2,5,0,4,3,0,0,0,0,1,0,1,0,1,1
3,30,25,1250,0,4,3,5,3,5,2,2,2,4,0,1,1,1,1,1,0,0,0,1
2,19,29,1450,3,0,5,2,2,3,0,1,0,3,1,0,1,0,0,1,0,0,0,1
1,26,12,600,4,4,2,2,5,2,0,3,3,1,1,1,0,0,1,0,0,1,1,0
3,20,12,600,1,0,3,1,4,0,1,1,4,5,0,0,1,0,1,0,0,0,1,1
1,24,10,500,5,1,1,4,2,0,4,1,3,3,1,0,0,1,0,0,1,0,1,1
1,27,19,950,3,5,2,1,1,2,4,3,3,3,1,1,0,0,0,0,1,1,1,1
2,22,23,1150,1,4,5,4,0,5,1,0,2,0,0,1,1,1,0,1,0,0,0,0
1,37,24,1200,4,3,5,1,4,5,3,3,4,5,1,1,1,0,1,1,1,1,1,1
1,18,21,1050,5,0,4,0,3,1,3,0,2,0,1,0,1,0,1,0,1,0,0,0
3,17,10,500,1,5,3,2,4,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0
2,18,11,550,2,0,5,0,1,0,3,4,3,0,0,0,1,0,0,0,1,1,1,0
1,23,14,700,3,3,4,4,2,0,2,2,0,3,1,1,1,1,0,0,0,0,0,1
3,25,13,650,0,1,3,2,2,3,2,5,5,2,0,0,1,0,0,1,0,1,1,0
2,24,9,450,1,2,2,2,3,5,2,4,3,0,0,0,0,0,1,1,0,1,1,0
2,19,6,300,5,0,2,4,0,1,1,2,0,4,1,0,0,1,0,0,0,0,0,1
3,28,17,850,5,3,4,0,2,3,5,0,2,4,1,1,1,0,0,1,1,0,0,1
3,29,27,1350,3,2,2,2,5,0,2,5,4,4,1,0,0,0,1,0,0,1,1,1
3,32,15,750,3,0,4,5,3,5,1,5,3,3,1,0,1,1,1,1,0,1,1,1
3,17,15,750,5,4,0,0,2,0,0,4,1,1,1,1,0,0,0,0,0,1,0,0
3,30,27,1350,5,5,3,0,5,3,0,1,3,5,1,1,1,0,1,1,0,0,1,1
1,34,19,950,5,5,4,0,4,3,5,3,0,5,1,1,1,0,1,1,1,1,0,1
1,18,18,900,1,3,3,2,3,0,2,3,0,1,0,1,1,0,1,0,0,1,0,0
2,23,25,1250,5,4,0,3,3,4,1,3,0,0,1,1,0,1,1,1,0,1,0,0
1,20,15,750,0,1,3,1,3,0,2,2,4,4,0,0,1,0,1,0,0,0,1,1
1,32,17,850,5,2,4,4,2,1,5,3,1,5,1,0,1,1,0,0,1,1,0,1
1,21,22,1100,0,3,2,0,3,5,5,2,1,0,0,1,0,0,1,1,1,0,0,0
3,23,11,550,1,0,3,2,4,5,3,2,0,3,0,0,1,0,1,1,1,0,0,1
2,26,21,1050,3,5,3,4,0,0,1,5,1,4,1,1,1,1,0,0,0,1,0,1
2,14,15,750,0,0,5,3,0,2,1,2,1,0,0,0,1,1,0,0,0,0,0,0
2,20,26,1300,1,2,5,5,1,0,1,1,2,2,0,0,1,1,0,0,0,0,0,0
2,34,10,500,5,4,0,3,4,4,1,5,5,3,1,1,0,1,1,1,0,1,1,1
1,22,18,900,1,4,1,2,4,1,3,0,1,5,0,1,0,0,1,0,1,0,0,1
1,26,10,500,5,3,2,0,3,0,2,1,5,5,1,1,0,0,1,0,0,0,1,1
3,18,18,900,1,3,4,3,1,3,0,0,0,3,0,1,1,1,0,1,0,0,0,1
2,29,23,1150,3,4,0,3,5,1,5,1,4,3,1,1,0,1,1,0,1,0,1,1
1,29,7,350,0,3,4,3,5,1,4,2,5,2,0,1,1,1,1,0,1,0,1,0
1,35,21,1050,3,4,4,5,4,4,4,0,2,5,1,1,1,1,1,1,1,0,0,1
3,26,24,1200,2,2,3,2,4,5,1,5,1,1,0,0,1,0,1,1,0,1,0,0
3,30,11,550,5,3,0,4,4,3,1,3,2,5,1,1,0,1,1,1,0,1,0,1
3,14,21,1050,0,4,0,1,2,2,0,1,3,1,0,1,0,0,0,0,0,0,1,0
1,25,14,700,3,3,5,2,4,0,4,0,2,2,1,1,1,0,1,0,1,0,0,0
1,23,22,1100,0,0,2,0,5,2,1,3,5,5,0,0,0,0,1,0,0,1,1,1
3,29,22,1100,2,5,1,2,2,5,5,4,2,1,0,1,0,0,0,1,1,1,0,0
2,29,25,1250,4,0,4,2,5,3,5,2,2,2,1,0,1,0,1,1,1,0,0,0
3,23,17,850,5,1,2,5,4,1,3,1,1,0,1,0,0,1,1,0,1,0,0,0
3,33,12,600,5,4,5,1,5,4,4,1,2,2,1,1,1,0,1,1,1,0,0,0
3,23,9,450,1,1,2,1,0,4,3,5,5,1,0,0,0,0,0,1,1,1,1,0
3,28,5,250,5,4,4,1,2,1,0,5,4,2,1,1,1,0,0,0,0,1,1,0
1,30,21,1050,5,5,3,4,2,4,0,4,1,2,1,1,1,1,0,1,0,1,0,0
2,24,9,450,3,3,3,2,3,2,4,0,0,4,1,1,1,0,1,0,1,0,0,1
3,38,20,1000,5,4,4,5,4,5,5,1,3,2,1,1,1,1,1,1,1,0,1,0
2,16,22,1100,5,0,5,0,1,1,2,1,0,1,1,0,1,0,0,0,0,0,0,0
2,21,7,350,2,3,5,1,1,0,4,1,1,3,0,1,1,0,0,0,1,0,0,1
2,13,22,1100,2,5,0,1,1,0,3,1,0,0,0,1,0,0,0,0,1,0,0,0
3,18,13,650,0,0,1,2,1,3,2,4,3,2,0,0,0,0,0,1,0,1,1,0
1,22,25,1250,0,3,3,0,0,5,3,2,5,1,0,1,1,0,0,1,1,0,1,0
3,35,18,900,5,4,1,5,1,5,3,1,5,5,1,1,0,1,0,1,1,0,1,1
2,32,21,1050,5,4,2,1,5,1,3,4,2,5,1,1,0,0,1,0,1,1,0,1
2,18,23,1150,1,0,2,2,3,5,1,3,0,1,0,0,0,0,1,1,0,1,0,0
1,24,19,950,0,2,4,3,1,2,2,1,5,4,0,0,1,1,0,0,0,0,1,1
3,31,12,600,3,4,4,5,3,5,1,0,1,5,1,1,1,1,1,1,0,0,0,1
2,28,8,400,5,2,4,4,2,1,1,4,4,1,1,0,1,1,0,0,0,1,1,0
1,31,28,1400,3,3,5,5,5,1,3,0,3,3,1,1,1,1,1,0,1,0,1,1
2,21,19,950,5,2,3,2,4,2,0,2,0,1,1,0,1,0,1,0,0,0,0,0
1,25,21,1050,3,0,1,1,1,4,5,3,4,3,1,0,0,0,0,1,1,1,1,1
1,29,28,1400,4,1,2,5,3,2,4,0,3,5,1,0,0,1,1,0,1,0,1,1
3,12,29,1450,3,1,1,0,5,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
2,20,15,750,0,0,3,3,3,1,3,4,1,2,0,0,1,1,1,0,1,1,0,0
3,23,16,800,5,1,1,0,4,1,4,3,4,0,1,0,0,0,1,0,1,1,1,0
2,20,18,900,0,0,1,0,2,1,5,4,5,2,0,0,0,0,0,0,1,1,1,0
3,34,11,550,3,4,5,0,1,3,4,5,4,5,1,1,1,0,0,1,1,1,1,1
2,25,7,350,2,2,4,2,3,4,5,3,0,0,0,0,1,0,1,1,1,1,0,0
3,23,15,750,2,1,5,2,1,1,3,5,0,3,0,0,1,0,0,0,1,1,0,1
1,28,6,300,2,4,5,5,5,3,1,0,1,2,0,1,1,1,1,1,0,0,0,0
2,25,21,1050,5,1,1,4,0,5,4,2,1,2,1,0,0,1,0,1,1,0,0,0
2,24,14,700,1,3,1,3,3,1,5,5,2,0,0,1,0,1,1,0,1,1,0,0
1,32,27,1350,4,0,5,5,2,4,4,4,0,4,1,0,1,1,0,1,1,1,0,1
3,24,5,250,3,0,1,0,5,4,4,1,1,5,1,0,0,0,1,1,1,0,0,1
2,33,26,1300,1,4,5,5,4,2,4,4,0,4,0,1,1,1,1,0,1,1,0,1
2,20,17,850,2,3,0,1,3,3,2,5,1,0,0,1,0,0,1,1,0,1,0,0
3,27,18,900,3,2,5,5,0,5,1,2,3,1,1,0,1,1,0,1,0,0,1,0
1,27,21,1050,1,3,2,5,4,4,2,5,1,0,0,1,0,1,1,1,0,1,0,0
3,15,14,700,0,3,2,0,2,0,2,0,1,5,0,1,0,0,0,0,0,0,0,1
3,27,24,1200,2,5,1,5,1,1,5,1,3,3,0,1,0,1,0,0,1,0,1,1
3,26,19,950,1,2,5,3,1,4,3,1,3,3,0,0,1,1,0,1,1,0,1,1
2,27,25,1250,5,2,5,0,3,5,1,0,5,1,1,0,1,0,1,1,0,0,1,0
1,29,21,1050,0,3,4,2,4,5,0,4,2,5,0,1,1,0,1,1,0,1,0,1
1,19,17,850,2,1,4,2,0,3,1,1,1,4,0,0,1,0,0,1,0,0,0,1
3,31,12,600,4,5,4,5,0,3,0,4,3,3,1,1,1,1,0,1,0,1,1,1
2,34,11,550,2,1,5,5,2,3,5,4,2,5,0,0,1,1,0,1,1,1,0,1
3,33,21,1050,5,3,5,3,5,2,5,0,2,3,1,1,1,1,1,0,1,0,0,1
2,28,9,450,4,1,2,4,4,5,4,2,0,2,1,0,0,1,1,1,1,0,0,0
2,29,8,400,4,2,3,0,4,1,5,2,3,5,1,0,1,0,1,0,1,0,1,1
2,21,21,1050,4,2,1,3,1,0,0,4,4,2,1,0,0,1,0,0,0,1,1,0
2,20,8,400,3,1,2,5,2,3,0,0,3,1,1,0,0,1,0,1,0,0,1,0
1,30,24,1200,3,2,4,5,2,1,5,2,3,3,1,0,1,1,0,0,1,0,1,1
2,26,26,1300,4,0,2,5,5,3,0,5,2,0,1,0,0,1,1,1,0,1,0,0
2,31,24,1200,0,2,2,5,2,3,4,4,5,4,0,0,0,1,0,1,1,1,1,1
3,28,25,1250,4,3,2,1,4,5,4,1,3,1,1,1,0,0,1,1,1,0,1,0
3,21,15,750,1,4,4,5,1,0,2,1,3,0,0,1,1,1,0,0,0,0,1,0
1,26,14,700,4,1,3,5,2,1,0,5,5,0,1,0,1,1,0,0,0,1,1,0
3,20,7,350,3,5,0,1,1,3,1,3,2,1,1,1,0,0,0,1,0,1,0,0
2,28,20,1000,3,1,1,4,5,5,3,3,2,1,1,0,0,1,1,1,1,1,0,0
3,18,17,850,1,2,1,2,2,2,2,3,0,3,0,0,0,0,0,0,0,1,0,1
1,23,11,550,1,2,2,5,4,3,0,2,0,4,0,0,0,1,1,1,0,0,0,1
3,35,15,750,2,4,3,5,1,5,2,5,3,5,0,1,1,1,0,1,0,1,1,1
3,27,23,1150,0,4,4,3,3,1,5,1,3,3,0,1,1,1,1,0,1,0,1,1
1,30,25,1250,0,5,0,0,5,4,5,1,5,5,0,1,0,0,1,1,1,0,1,1
1,24,6,300,0,3,0,3,2,3,5,2,1,5,0,1,0,1,0,1,1,0,0,1
2,23,14,700,5,0,2,5,4,2,0,1,4,0,1,0,0,1,1,0,0,0,1,0
3,22,15,750,3,3,2,4,1,2,0,1,1,5,1,1,0,1,0,0,0,0,0,1
2,25,28,1400,0,5,4,3,0,3,2,4,1,3,0,1,1,1,0,1,0,1,0,1
3,23,17,850,2,1,4,4,4,1,0,1,3,3,0,0,1,1,1,0,0,0,1,1
3,30,24,1200,2,2,5,4,4,3,0,4,2,4,0,0,1,1,1,1,0,1,0,1
2,24,5,250,0,3,4,5,0,2,3,3,2,2,0,1,1,1,0,0,1,1,0,0
3,21,22,1100,1,2,2,4,0,3,1,0,4,4,0,0,0,1,0,1,0,0,1,1
3,28,11,550,2,2,3,3,3,2,4,4,2,3,0,0,1,1,1,0,1,1,0,1
3,27,11,550,1,3,2,1,3,4,3,5,3,2,0,1,0,0,1,1,1,1,1,0
1,29,6,300,3,3,2,0,3,3,4,1,5,5,1,1,0,0,1,1,1,0,1,1
2,26,12,600,5,4,0,4,4,0,4,3,2,0,1,1,0,1,1,0,1,1,0,0
1,33,15,750,2,5,4,5,4,3,1,0,5,4,0,1,1,1,1,1,0,0,1,1
2,19,21,1050,1,5,1,2,4,2,3,0,0,1,0,1,0,0,1,0,1,0,0,0
2,19,19,950,0,0,4,4,3,1,0,3,4,0,0,0,1,1,1,0,0,1,1,0
3,26,16,800,3,4,5,3,1,2,1,3,2,2,1,1,1,1,0,0,0,1,0,0
2,21,24,1200,4,0,3,4,4,4,0,0,2,0,1,0,1,1,1,1,0,0,0,0
1,18,12,600,4,3,3,2,4,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0
