Student ID,Quiz ID,Correct Answers (Total),Incorrect Answers (Total),Response Time (Avg),Difficulty Prediction,Topic 1 (Correct),Topic 1 (Incorrect),Time Spent on Topic 1,Topic 2 (Correct),Topic 2 (Incorrect),Time Spent on Topic 2,Topic 3 (Correct),Topic 3 (Incorrect),Time Spent on Topic 3,Topic 4 (Correct),Topic 4 (Incorrect),Time Spent on Topic 4,Topic 5 (Correct),Topic 5 (Incorrect),Time Spent on Topic 5,Topic 6 (Correct),Topic 6 (Incorrect),Time Spent on Topic 6,Topic 7 (Correct),Topic 7 (Incorrect),Time Spent on Topic 7,Topic 8 (Correct),Topic 8 (Incorrect),Time Spent on Topic 8,Topic 9 (Correct),Topic 9 (Incorrect),Time Spent on Topic 9,Topic 10 (Correct),Topic 10 (Incorrect),Time Spent on Topic 10
469,1,41,9,27,1,0,5,107,1,4,87,5,0,30,4,1,10,5,0,47,2,3,73,4,1,104,5,0,53,5,0,61,3,2,112
469,2,36,14,27,0,2,3,45,0,5,42,4,1,104,2,3,29,3,2,42,2,3,37,2,3,39,3,2,119,1,4,29,1,4,15
469,3,27,23,12,0,1,4,70,0,5,20,4,1,32,5,0,78,0,5,109,0,5,28,3,2,44,5,0,80,0,5,43,4,1,30
470,1,46,4,11,1,2,3,98,3,2,74,1,4,42,0,5,48,3,2,11,5,0,53,0,5,25,4,1,68,1,4,10,2,3,48
470,2,33,17,23,0,5,0,63,2,3,42,1,4,50,2,3,82,1,4,43,4,1,31,4,1,90,2,3,87,3,2,26,0,5,60
470,3,26,24,6,0,2,3,20,5,0,119,2,3,34,0,5,46,4,1,47,5,0,93,5,0,68,2,3,82,1,4,104,0,5,80
471,1,39,11,16,0,0,5,116,3,2,111,4,1,84,4,1,54,2,3,73,5,0,105,0,5,17,1,4,60,4,1,23,1,4,72
471,2,49,1,28,1,3,2,84,3,2,44,1,4,82,1,4,15,2,3,69,0,5,104,0,5,57,3,2,99,4,1,83,4,1,96
471,3,26,24,8,0,2,3,61,5,0,110,4,1,20,5,0,101,3,2,54,3,2,12,5,0,111,0,5,62,2,3,109,5,0,55
472,1,42,8,12,1,3,2,14,0,5,94,2,3,61,5,0,57,2,3,59,1,4,17,4,1,60,4,1,55,0,5,23,5,0,55
472,2,42,8,22,1,5,0,27,4,1,63,4,1,89,3,2,11,0,5,113,0,5,75,4,1,32,4,1,104,4,1,114,5,0,10
472,3,39,11,16,0,5,0,42,2,3,104,0,5,75,2,3,24,5,0,109,4,1,45,4,1,100,0,5,58,5,0,90,3,2,59
473,1,49,1,12,1,3,2,49,0,5,81,0,5,36,2,3,95,5,0,97,5,0,109,3,2,73,1,4,23,2,3,88,5,0,48
473,2,28,22,28,0,1,4,103,5,0,49,5,0,104,1,4,58,0,5,96,3,2,88,3,2,22,4,1,70,2,3,30,2,3,67
473,3,40,10,19,1,0,5,84,3,2,54,0,5,104,2,3,56,4,1,14,0,5,10,0,5,113,2,3,63,3,2,49,2,3,10
474,1,21,29,14,0,4,1,108,5,0,40,3,2,108,4,1,108,2,3,84,3,2,82,5,0,41,2,3,45,5,0,20,0,5,111
474,2,46,4,10,1,5,0,40,0,5,27,3,2,119,5,0,116,3,2,55,4,1,62,2,3,33,5,0,112,4,1,12,5,0,55
474,3,42,8,11,1,2,3,102,1,4,99,4,1,29,3,2,89,5,0,54,0,5,70,2,3,28,4,1,62,2,3,41,5,0,16
475,1,49,1,27,1,4,1,54,3,2,102,1,4,87,4,1,67,5,0,86,5,0,49,2,3,109,4,1,74,4,1,75,2,3,22
475,2,40,10,23,1,4,1,114,0,5,57,1,4,34,3,2,95,5,0,118,1,4,18,4,1,17,4,1,51,1,4,117,5,0,81
475,3,25,25,21,0,5,0,34,1,4,25,2,3,61,2,3,39,3,2,106,1,4,96,0,5,16,1,4,51,1,4,118,1,4,73
476,1,42,8,28,1,4,1,90,1,4,49,1,4,39,5,0,101,4,1,119,3,2,20,4,1,30,5,0,80,3,2,70,0,5,70
476,2,22,28,17,0,0,5,31,4,1,102,5,0,57,2,3,16,2,3,70,5,0,81,5,0,65,3,2,66,3,2,20,0,5,82
476,3,40,10,10,1,0,5,65,2,3,55,0,5,104,4,1,29,4,1,45,0,5,56,3,2,115,1,4,17,5,0,34,4,1,38
477,1,25,25,10,0,4,1,51,0,5,93,2,3,33,4,1,103,5,0,100,3,2,31,2,3,103,5,0,15,1,4,76,3,2,51
477,2,50,0,27,1,5,0,70,0,5,72,5,0,57,5,0,52,5,0,14,2,3,40,5,0,25,4,1,72,3,2,59,4,1,73
477,3,37,13,13,0,0,5,106,3,2,109,0,5,14,5,0,84,3,2,73,3,2,86,4,1,38,5,0,12,4,1,99,4,1,99
478,1,28,22,15,0,3,2,49,4,1,72,3,2,114,3,2,33,2,3,62,4,1,15,0,5,59,1,4,29,4,1,79,5,0,34
478,2,39,11,27,0,5,0,38,3,2,70,5,0,76,0,5,52,3,2,74,5,0,101,2,3,101,0,5,35,5,0,54,0,5,111
478,3,20,30,15,0,2,3,14,3,2,79,2,3,23,2,3,111,1,4,74,4,1,37,2,3,103,0,5,69,0,5,85,3,2,111
479,1,43,7,17,1,0,5,34,1,4,38,2,3,11,3,2,109,1,4,60,4,1,109,2,3,47,5,0,53,3,2,47,3,2,31
479,2,32,18,23,0,2,3,59,0,5,38,2,3,76,3,2,25,5,0,104,3,2,94,5,0,106,5,0,32,3,2,81,3,2,73
479,3,35,15,19,0,5,0,72,2,3,119,3,2,101,0,5,13,5,0,105,3,2,68,5,0,23,4,1,106,5,0,33,3,2,80
480,1,48,2,28,1,5,0,75,1,4,68,0,5,28,4,1,106,1,4,118,5,0,24,0,5,115,3,2,104,3,2,79,3,2,12
480,2,38,12,11,0,3,2,12,0,5,57,2,3,94,5,0,111,5,0,94,1,4,22,3,2,107,3,2,43,2,3,27,5,0,57
480,3,37,13,25,0,0,5,119,2,3,23,3,2,75,5,0,69,3,2,23,2,3,112,1,4,112,0,5,20,4,1,63,2,3,64
481,1,47,3,19,1,0,5,75,5,0,77,2,3,111,0,5,75,1,4,84,1,4,24,0,5,23,0,5,108,0,5,55,2,3,12
481,2,46,4,20,1,3,2,72,4,1,76,5,0,55,2,3,61,1,4,57,1,4,26,0,5,54,1,4,95,0,5,43,1,4,117
481,3,42,8,18,1,2,3,39,0,5,87,3,2,77,3,2,101,5,0,46,4,1,45,5,0,44,2,3,111,5,0,77,2,3,117
482,1,45,5,11,1,3,2,70,0,5,67,3,2,64,5,0,57,5,0,56,1,4,64,2,3,85,4,1,24,5,0,11,5,0,58
482,2,45,5,19,1,4,1,42,2,3,88,5,0,57,4,1,60,3,2,110,4,1,95,1,4,92,0,5,117,4,1,35,4,1,117
482,3,20,30,29,0,1,4,77,5,0,60,1,4,63,1,4,105,2,3,94,2,3,117,5,0,113,5,0,82,3,2,54,1,4,106
483,1,28,22,27,0,3,2,30,3,2,41,1,4,84,4,1,79,4,1,83,4,1,11,0,5,53,2,3,113,5,0,107,3,2,112
483,2,37,13,20,0,3,2,17,0,5,64,1,4,115,0,5,99,1,4,47,4,1,40,3,2,114,1,4,103,0,5,52,2,3,28
483,3,39,11,17,0,1,4,25,3,2,11,3,2,42,5,0,94,3,2,119,2,3,42,2,3,37,4,1,21,4,1,28,2,3,77
484,1,39,11,16,0,5,0,72,4,1,86,3,2,31,0,5,32,2,3,42,4,1,17,5,0,28,1,4,23,2,3,31,0,5,49
484,2,35,15,25,0,2,3,90,5,0,108,4,1,119,2,3,27,1,4,31,1,4,23,5,0,102,1,4,80,5,0,38,3,2,71
484,3,48,2,10,1,3,2,29,0,5,34,1,4,45,4,1,86,3,2,47,4,1,18,3,2,99,4,1,91,5,0,19,3,2,27
485,1,24,26,19,0,2,3,113,3,2,33,4,1,16,3,2,28,4,1,95,0,5,22,3,2,74,3,2,76,5,0,52,1,4,115
485,2,35,15,20,0,3,2,51,1,4,11,0,5,87,0,5,25,1,4,118,1,4,19,0,5,73,5,0,21,5,0,118,3,2,72
485,3,30,20,15,0,3,2,60,4,1,50,3,2,75,4,1,72,1,4,113,5,0,12,1,4,66,2,3,110,3,2,34,4,1,65
486,1,21,29,27,0,0,5,43,5,0,107,5,0,96,1,4,43,3,2,15,3,2,16,2,3,102,3,2,33,1,4,13,5,0,46
486,2,33,17,17,0,2,3,34,1,4,52,2,3,59,3,2,76,4,1,93,0,5,13,2,3,41,4,1,96,4,1,115,3,2,62
486,3,41,9,23,1,1,4,88,2,3,88,0,5,75,4,1,86,5,0,118,3,2,103,1,4,21,3,2,24,4,1,86,3,2,74
487,1,39,11,9,0,0,5,113,3,2,103,4,1,80,5,0,80,5,0,25,0,5,56,3,2,90,0,5,85,2,3,108,0,5,24
487,2,26,24,13,0,0,5,95,0,5,117,3,2,119,3,2,101,1,4,36,0,5,41,0,5,63,2,3,61,4,1,65,3,2,69
487,3,32,18,5,0,5,0,46,1,4,35,2,3,15,1,4,61,2,3,85,3,2,42,4,1,100,0,5,103,3,2,72,2,3,18
488,1,24,26,26,0,5,0,80,3,2,66,5,0,38,1,4,31,3,2,43,4,1,82,2,3,45,5,0,82,3,2,67,2,3,71
488,2,48,2,28,1,0,5,78,4,1,115,2,3,37,0,5,18,5,0,82,4,1,42,1,4,64,2,3,114,2,3,47,4,1,112
488,3,32,18,8,0,5,0,78,0,5,58,1,4,111,2,3,20,3,2,110,5,0,81,1,4,38,3,2,84,4,1,119,2,3,54
489,1,47,3,5,1,0,5,57,2,3,38,3,2,110,1,4,119,4,1,22,0,5,40,3,2,119,5,0,58,0,5,75,5,0,80
489,2,41,9,5,1,1,4,67,5,0,60,4,1,115,4,1,98,4,1,68,2,3,86,5,0,69,3,2,101,0,5,31,1,4,97
489,3,29,21,23,0,2,3,59,5,0,74,3,2,55,4,1,116,0,5,40,4,1,109,2,3,41,3,2,27,0,5,99,3,2,33
490,1,49,1,14,1,1,4,91,4,1,65,5,0,48,1,4,11,3,2,98,2,3,86,0,5,89,0,5,59,2,3,85,3,2,103
490,2,25,25,18,0,3,2,119,0,5,32,3,2,99,0,5,75,0,5,77,1,4,51,0,5,67,0,5,17,2,3,101,4,1,65
490,3,46,4,25,1,1,4,18,3,2,56,5,0,108,3,2,80,3,2,67,1,4,53,1,4,45,4,1,110,2,3,52,4,1,107
491,1,46,4,19,1,2,3,89,5,0,33,5,0,93,2,3,16,4,1,59,2,3,79,2,3,55,2,3,10,3,2,36,1,4,107
491,2,35,15,20,0,5,0,55,2,3,100,2,3,89,0,5,117,1,4,48,1,4,87,4,1,70,5,0,26,2,3,95,1,4,14
491,3,48,2,17,1,0,5,98,5,0,28,1,4,59,2,3,115,4,1,79,4,1,15,3,2,98,4,1,94,0,5,46,4,1,73
492,1,34,16,24,0,3,2,43,1,4,78,5,0,29,3,2,31,1,4,119,3,2,15,0,5,17,5,0,38,4,1,63,0,5,97
492,2,42,8,13,1,0,5,32,5,0,74,4,1,29,0,5,20,2,3,23,0,5,66,3,2,48,0,5,38,4,1,21,2,3,33
492,3,34,16,8,0,4,1,81,1,4,59,4,1,44,0,5,42,1,4,114,4,1,45,2,3,68,1,4,116,3,2,50,1,4,75
493,1,46,4,23,1,1,4,20,0,5,56,4,1,119,1,4,49,1,4,92,1,4,110,4,1,64,2,3,19,4,1,19,2,3,50
493,2,40,10,28,1,1,4,40,4,1,111,4,1,112,4,1,17,1,4,103,5,0,119,1,4,55,2,3,92,2,3,78,4,1,31
493,3,23,27,29,0,3,2,92,0,5,103,1,4,44,0,5,15,0,5,27,0,5,45,2,3,107,1,4,42,3,2,111,5,0,78
494,1,49,1,17,1,3,2,77,3,2,93,4,1,21,1,4,87,2,3,118,2,3,102,4,1,15,5,0,71,2,3,115,1,4,90
494,2,29,21,20,0,4,1,71,3,2,25,0,5,104,3,2,94,0,5,117,1,4,95,5,0,86,1,4,73,1,4,100,2,3,16
494,3,28,22,17,0,1,4,64,4,1,97,2,3,29,2,3,101,2,3,114,2,3,83,3,2,26,1,4,91,3,2,31,4,1,111
495,1,31,19,16,0,4,1,90,3,2,67,4,1,71,3,2,11,2,3,32,2,3,105,0,5,22,2,3,75,3,2,52,4,1,116
495,2,30,20,18,0,3,2,74,2,3,95,5,0,111,0,5,68,3,2,15,3,2,79,2,3,46,1,4,72,5,0,19,2,3,94
495,3,41,9,13,1,2,3,81,0,5,52,4,1,83,1,4,10,1,4,69,4,1,88,4,1,14,2,3,105,4,1,28,1,4,77
496,1,42,8,11,1,0,5,73,3,2,119,5,0,108,5,0,37,4,1,46,5,0,18,4,1,36,1,4,13,2,3,37,0,5,106
496,2,27,23,24,0,1,4,86,0,5,78,4,1,31,3,2,27,0,5,97,3,2,22,1,4,73,0,5,77,1,4,116,4,1,12
496,3,36,14,16,0,4,1,84,5,0,55,5,0,88,0,5,29,3,2,20,1,4,114,1,4,110,2,3,18,1,4,43,0,5,76
497,1,34,16,29,0,5,0,17,2,3,86,1,4,47,1,4,87,0,5,109,1,4,44,0,5,43,2,3,14,5,0,87,5,0,82
497,2,22,28,6,0,1,4,29,2,3,74,4,1,29,1,4,38,5,0,119,2,3,106,3,2,54,3,2,104,0,5,24,3,2,87
497,3,27,23,26,0,2,3,24,5,0,81,1,4,17,0,5,103,5,0,56,0,5,89,5,0,82,4,1,66,0,5,108,4,1,74
498,1,31,19,15,0,5,0,39,3,2,46,3,2,110,3,2,72,0,5,73,2,3,93,4,1,98,4,1,12,0,5,43,2,3,80
498,2,46,4,21,1,0,5,99,4,1,12,2,3,29,3,2,89,5,0,18,3,2,82,5,0,105,3,2,48,1,4,46,1,4,87
498,3,30,20,7,0,3,2,76,4,1,105,2,3,34,4,1,73,1,4,14,2,3,44,5,0,97,2,3,91,0,5,94,3,2,94
499,1,49,1,27,1,4,1,26,2,3,117,5,0,19,5,0,76,2,3,12,0,5,62,3,2,64,3,2,104,1,4,77,4,1,34
499,2,43,7,12,1,5,0,67,4,1,52,0,5,67,0,5,28,0,5,76,5,0,92,5,0,40,3,2,76,2,3,110,2,3,17
499,3,45,5,11,1,2,3,104,4,1,43,2,3,73,4,1,50,1,4,81,5,0,73,1,4,36,2,3,30,5,0,102,1,4,49
500,1,43,7,20,1,5,0,20,5,0,111,0,5,73,5,0,85,1,4,105,0,5,61,1,4,46,2,3,98,2,3,118,0,5,92
500,2,49,1,17,1,5,0,58,1,4,40,0,5,66,0,5,46,3,2,74,3,2,64,5,0,101,0,5,110,4,1,41,2,3,91
500,3,38,12,9,0,2,3,64,5,0,86,5,0,16,5,0,47,2,3,24,5,0,40,5,0,109,2,3,28,3,2,107,3,2,55
501,1,31,19,6,0,0,5,51,4,1,84,5,0,30,0,5,53,4,1,18,1,4,40,4,1,26,4,1,16,5,0,71,2,3,115
501,2,30,20,25,0,4,1,97,5,0,29,4,1,27,4,1,33,2,3,113,2,3,90,0,5,18,5,0,47,3,2,71,2,3,41
501,3,26,24,11,0,3,2,14,5,0,17,2,3,72,5,0,119,0,5,48,4,1,64,1,4,103,5,0,52,5,0,73,2,3,31
502,1,50,0,10,1,0,5,37,1,4,76,5,0,56,5,0,68,1,4,28,4,1,21,4,1,45,5,0,81,4,1,12,2,3,78
502,2,45,5,21,1,4,1,95,0,5,70,4,1,62,2,3,69,5,0,70,2,3,20,3,2,23,1,4,51,5,0,63,4,1,24
502,3,25,25,29,0,1,4,69,2,3,109,0,5,91,4,1,95,1,4,114,5,0,10,3,2,114,2,3,35,5,0,117,5,0,99
503,1,29,21,26,0,0,5,76,5,0,58,1,4,61,0,5,64,5,0,91,2,3,107,0,5,102,0,5,21,3,2,72,1,4,32
503,2,46,4,7,1,1,4,25,1,4,28,1,4,22,1,4,86,2,3,58,2,3,20,3,2,12,5,0,51,0,5,25,2,3,41
503,3,25,25,7,0,5,0,73,3,2,40,5,0,90,2,3,38,3,2,39,5,0,109,5,0,32,5,0,104,1,4,29,0,5,29
504,1,39,11,20,0,4,1,74,2,3,25,0,5,34,4,1,105,3,2,46,0,5,62,5,0,43,2,3,82,2,3,41,2,3,23
504,2,33,17,26,0,1,4,115,2,3,13,2,3,71,2,3,29,2,3,27,2,3,108,5,0,30,3,2,118,2,3,55,5,0,108
504,3,33,17,20,0,5,0,95,1,4,59,5,0,41,5,0,13,5,0,116,2,3,46,3,2,35,1,4,89,3,2,44,4,1,25
505,1,34,16,11,0,0,5,115,4,1,26,4,1,113,1,4,18,0,5,88,0,5,62,5,0,73,4,1,37,5,0,95,0,5,39
505,2,45,5,24,1,4,1,83,5,0,117,0,5,67,3,2,29,3,2,75,4,1,15,2,3,65,4,1,64,3,2,109,1,4,50
505,3,37,13,17,0,2,3,12,5,0,112,0,5,109,1,4,103,1,4,102,0,5,69,4,1,52,3,2,44,2,3,112,3,2,72
506,1,21,29,11,0,2,3,81,3,2,43,5,0,78,3,2,43,4,1,63,4,1,82,0,5,90,1,4,74,5,0,46,4,1,110
506,2,49,1,7,1,2,3,70,2,3,101,5,0,36,3,2,98,5,0,96,1,4,79,3,2,97,1,4,20,3,2,68,1,4,44
506,3,26,24,23,0,4,1,26,4,1,23,4,1,31,4,1,35,5,0,109,0,5,101,2,3,107,4,1,72,4,1,59,0,5,114
507,1,22,28,17,0,2,3,114,3,2,60,2,3,107,1,4,55,3,2,83,3,2,86,1,4,108,4,1,69,2,3,30,1,4,30
507,2,29,21,24,0,2,3,57,5,0,118,3,2,12,3,2,46,4,1,16,5,0,72,4,1,19,1,4,99,2,3,35,5,0,111
507,3,22,28,22,0,4,1,70,2,3,18,0,5,33,1,4,52,5,0,79,2,3,24,4,1,51,4,1,79,5,0,68,2,3,37
508,1,46,4,11,1,3,2,114,0,5,17,1,4,10,2,3,72,4,1,64,1,4,61,2,3,92,4,1,83,5,0,46,0,5,80
508,2,30,20,9,0,5,0,41,2,3,46,2,3,69,1,4,112,1,4,20,4,1,117,3,2,86,0,5,105,4,1,29,5,0,34
508,3,41,9,13,1,5,0,78,4,1,37,1,4,80,4,1,96,5,0,31,0,5,13,2,3,96,3,2,44,3,2,28,2,3,25
509,1,30,20,29,0,1,4,78,5,0,51,4,1,18,3,2,42,1,4,28,4,1,101,3,2,47,3,2,43,2,3,92,1,4,81
509,2,47,3,21,1,0,5,38,3,2,79,4,1,110,1,4,79,5,0,115,5,0,110,5,0,85,3,2,83,5,0,10,5,0,84
509,3,32,18,20,0,0,5,10,0,5,105,3,2,63,2,3,89,5,0,108,3,2,114,3,2,76,5,0,42,4,1,93,4,1,25
510,1,33,17,17,0,2,3,89,4,1,117,3,2,99,2,3,67,4,1,68,4,1,70,3,2,64,2,3,38,4,1,58,1,4,51
510,2,39,11,16,0,3,2,60,1,4,115,0,5,57,4,1,34,1,4,83,0,5,50,3,2,61,1,4,47,2,3,70,3,2,119
510,3,38,12,14,0,3,2,14,5,0,16,2,3,80,5,0,88,3,2,86,5,0,47,0,5,19,4,1,87,3,2,73,1,4,20
511,1,25,25,22,0,3,2,14,2,3,38,1,4,63,2,3,88,3,2,17,0,5,117,1,4,19,3,2,22,3,2,82,2,3,55
511,2,33,17,24,0,5,0,26,3,2,108,0,5,24,5,0,75,1,4,66,3,2,87,2,3,80,0,5,10,4,1,36,0,5,20
511,3,36,14,9,0,3,2,28,3,2,97,1,4,38,3,2,80,0,5,32,4,1,22,0,5,109,3,2,107,3,2,117,4,1,12
512,1,30,20,11,0,4,1,74,1,4,76,4,1,22,2,3,62,3,2,56,1,4,35,5,0,91,0,5,61,1,4,102,3,2,107
512,2,33,17,25,0,3,2,117,4,1,86,4,1,80,2,3,117,2,3,12,3,2,51,3,2,100,2,3,32,2,3,112,4,1,69
512,3,20,30,5,0,5,0,55,1,4,31,4,1,10,2,3,71,0,5,20,2,3,64,0,5,77,4,1,69,4,1,84,4,1,65
513,1,43,7,24,1,5,0,71,3,2,26,3,2,73,4,1,27,5,0,111,1,4,62,5,0,99,3,2,13,1,4,91,3,2,56
513,2,35,15,25,0,2,3,72,4,1,60,3,2,20,2,3,109,1,4,19,3,2,18,5,0,40,1,4,100,5,0,16,4,1,92
513,3,27,23,19,0,3,2,53,4,1,41,5,0,59,0,5,26,5,0,107,4,1,40,1,4,40,1,4,92,4,1,110,3,2,71
514,1,28,22,16,0,3,2,13,1,4,66,1,4,103,5,0,107,2,3,20,3,2,30,2,3,31,1,4,37,1,4,40,2,3,67
514,2,38,12,6,0,3,2,65,3,2,42,1,4,57,0,5,29,0,5,11,1,4,68,5,0,76,0,5,102,1,4,83,3,2,87
514,3,24,26,21,0,3,2,66,5,0,81,0,5,110,5,0,112,0,5,72,3,2,75,4,1,23,4,1,115,2,3,83,2,3,35
515,1,25,25,18,0,5,0,113,0,5,72,5,0,113,2,3,36,4,1,94,1,4,39,1,4,87,4,1,14,1,4,24,2,3,65
515,2,38,12,22,0,0,5,71,4,1,67,3,2,65,3,2,21,0,5,20,1,4,22,3,2,85,5,0,28,3,2,115,4,1,108
515,3,30,20,20,0,1,4,61,1,4,55,0,5,68,5,0,111,4,1,104,0,5,116,2,3,37,0,5,80,2,3,25,1,4,11
516,1,33,17,24,0,0,5,41,5,0,15,4,1,96,5,0,103,5,0,23,3,2,66,4,1,25,3,2,70,3,2,22,0,5,78
516,2,27,23,20,0,4,1,83,1,4,103,4,1,69,3,2,116,1,4,24,1,4,60,2,3,114,2,3,105,5,0,79,2,3,29
516,3,34,16,7,0,3,2,78,5,0,64,5,0,73,5,0,116,5,0,17,2,3,83,1,4,38,5,0,89,0,5,60,4,1,16
517,1,38,12,18,0,5,0,115,2,3,91,4,1,40,5,0,102,3,2,110,5,0,11,5,0,93,1,4,113,3,2,80,5,0,119
517,2,28,22,12,0,5,0,35,0,5,64,5,0,59,3,2,110,2,3,23,1,4,62,0,5,31,2,3,115,4,1,57,4,1,24
517,3,40,10,8,1,2,3,50,2,3,29,4,1,99,0,5,57,5,0,115,1,4,30,4,1,40,4,1,55,1,4,42,5,0,49
518,1,32,18,8,0,1,4,78,2,3,118,3,2,103,5,0,42,5,0,69,1,4,32,1,4,30,3,2,48,3,2,40,3,2,103
518,2,49,1,25,1,2,3,80,0,5,29,4,1,74,4,1,25,0,5,46,0,5,33,3,2,54,3,2,43,5,0,93,3,2,92
518,3,29,21,5,0,2,3,17,0,5,84,0,5,105,2,3,76,0,5,67,5,0,60,3,2,113,3,2,49,5,0,28,3,2,72
519,1,26,24,5,0,3,2,99,5,0,61,3,2,13,1,4,109,3,2,98,1,4,42,5,0,87,2,3,80,2,3,35,1,4,25
519,2,30,20,20,0,5,0,60,0,5,21,3,2,104,4,1,97,5,0,17,0,5,110,0,5,21,4,1,45,4,1,87,3,2,92
519,3,30,20,17,0,5,0,117,1,4,83,5,0,89,3,2,84,3,2,116,3,2,57,5,0,42,3,2,110,0,5,17,0,5,36
520,1,30,20,18,0,1,4,39,4,1,21,2,3,101,1,4,22,5,0,82,5,0,116,3,2,98,3,2,34,0,5,53,1,4,89
520,2,31,19,25,0,4,1,83,5,0,98,2,3,15,1,4,49,4,1,68,3,2,40,5,0,10,2,3,23,2,3,87,4,1,87
520,3,42,8,26,1,5,0,56,5,0,105,1,4,64,1,4,98,1,4,25,2,3,61,4,1,83,0,5,62,2,3,57,5,0,23
521,1,30,20,19,0,2,3,99,1,4,50,0,5,105,5,0,58,0,5,114,3,2,60,0,5,21,1,4,18,3,2,91,0,5,75
521,2,49,1,7,1,4,1,14,3,2,75,3,2,95,5,0,11,5,0,75,1,4,98,0,5,30,0,5,37,2,3,68,1,4,54
521,3,24,26,8,0,0,5,85,4,1,61,2,3,54,5,0,39,4,1,86,3,2,98,5,0,77,5,0,24,1,4,41,5,0,10
522,1,50,0,19,1,4,1,66,1,4,101,3,2,63,3,2,31,2,3,40,4,1,104,3,2,17,5,0,105,4,1,101,1,4,86
522,2,43,7,12,1,2,3,72,3,2,108,4,1,24,3,2,86,4,1,102,2,3,56,4,1,65,2,3,117,1,4,103,1,4,73
522,3,50,0,9,1,5,0,33,1,4,24,3,2,113,2,3,40,4,1,98,5,0,73,0,5,49,1,4,92,3,2,48,1,4,65
523,1,20,30,29,0,1,4,18,5,0,11,3,2,56,2,3,83,5,0,69,5,0,23,3,2,73,1,4,119,3,2,56,4,1,11
523,2,41,9,22,1,1,4,108,5,0,58,4,1,20,4,1,31,0,5,18,0,5,58,1,4,54,3,2,51,5,0,53,5,0,73
523,3,46,4,26,1,1,4,71,4,1,79,1,4,86,5,0,106,2,3,44,3,2,60,5,0,14,3,2,65,3,2,108,4,1,47
524,1,22,28,29,0,4,1,45,2,3,17,5,0,93,4,1,27,1,4,83,5,0,59,0,5,117,5,0,101,0,5,69,2,3,75
524,2,30,20,18,0,5,0,34,3,2,74,2,3,59,2,3,100,2,3,80,0,5,107,2,3,110,3,2,68,5,0,51,4,1,83
524,3,37,13,25,0,4,1,109,0,5,44,3,2,111,4,1,83,5,0,70,0,5,25,2,3,93,5,0,66,4,1,107,4,1,62
525,1,21,29,17,0,4,1,66,5,0,19,2,3,82,5,0,56,0,5,97,4,1,14,2,3,111,5,0,78,2,3,118,5,0,117
525,2,49,1,25,1,0,5,86,0,5,55,0,5,15,5,0,101,0,5,110,2,3,70,5,0,14,1,4,11,4,1,58,2,3,37
525,3,39,11,17,0,3,2,70,5,0,92,5,0,53,1,4,13,3,2,66,4,1,37,3,2,99,2,3,95,4,1,61,2,3,31
526,1,28,22,15,0,3,2,59,0,5,91,3,2,111,3,2,19,0,5,62,5,0,45,0,5,71,0,5,18,5,0,31,3,2,95
526,2,35,15,25,0,5,0,35,1,4,75,4,1,65,2,3,15,5,0,23,5,0,34,4,1,57,3,2,99,2,3,92,3,2,49
526,3,30,20,10,0,1,4,43,2,3,15,3,2,11,2,3,93,4,1,14,4,1,100,1,4,24,1,4,109,5,0,18,1,4,99
527,1,36,14,12,0,5,0,16,1,4,34,1,4,46,1,4,37,4,1,54,1,4,10,0,5,77,3,2,47,4,1,110,3,2,55
527,2,22,28,20,0,4,1,101,5,0,20,4,1,33,3,2,106,1,4,115,5,0,19,4,1,86,2,3,11,1,4,43,3,2,82
527,3,20,30,12,0,3,2,10,4,1,44,4,1,77,5,0,65,2,3,36,0,5,102,2,3,11,5,0,12,2,3,63,1,4,27
528,1,20,30,5,0,2,3,92,0,5,19,4,1,96,5,0,116,5,0,57,3,2,29,3,2,38,0,5,14,4,1,117,1,4,117
528,2,29,21,24,0,4,1,38,1,4,119,5,0,95,1,4,85,5,0,22,1,4,98,4,1,32,1,4,103,5,0,110,4,1,95
528,3,34,16,13,0,2,3,54,3,2,111,5,0,79,4,1,10,3,2,15,4,1,98,1,4,83,3,2,118,1,4,52,2,3,82
529,1,42,8,18,1,3,2,91,2,3,58,1,4,110,0,5,41,2,3,57,2,3,67,2,3,43,2,3,118,1,4,82,0,5,45
529,2,27,23,16,0,4,1,60,5,0,77,5,0,60,4,1,104,4,1,96,5,0,15,1,4,82,1,4,94,0,5,104,4,1,54
529,3,29,21,26,0,4,1,113,4,1,48,3,2,98,4,1,28,3,2,91,5,0,30,3,2,116,1,4,96,0,5,86,4,1,78
530,1,38,12,9,0,3,2,91,1,4,98,4,1,64,3,2,119,2,3,21,0,5,78,5,0,21,2,3,10,1,4,58,2,3,38
530,2,36,14,25,0,0,5,99,4,1,106,2,3,58,3,2,26,4,1,108,1,4,44,4,1,72,1,4,13,5,0,30,4,1,44
530,3,20,30,18,0,2,3,64,0,5,82,5,0,111,3,2,62,4,1,81,4,1,13,3,2,58,2,3,81,1,4,32,2,3,114
531,1,48,2,18,1,5,0,51,2,3,95,4,1,75,1,4,45,0,5,87,1,4,109,3,2,31,5,0,42,1,4,112,3,2,61
531,2,42,8,24,1,4,1,32,3,2,32,5,0,22,4,1,10,5,0,113,0,5,92,1,4,43,0,5,47,0,5,33,2,3,110
